X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_num,day_num,season,FDI,temp_wind_interaction,log_area
3,4,mar,sat,91.7,35.8,80.8,7.8,0.41800643086816724,0.1411764705882353,0.5000000000000001,0.0,0.0,3,6,spring,3400.706256410256,0.20900321543408368,0.0
3,4,mar,mon,90.1,39.7,86.6,6.2,0.27009646302250806,0.1764705882352941,0.39999999999999997,0.0,0.0,3,1,spring,4996.219387096774,0.10803858520900321,0.0
3,4,aug,thu,93.0,75.3,466.6,7.7,0.559485530546624,0.24705882352941178,0.3,0.0,0.0,8,4,summer,42435.75506493507,0.1678456591639872,0.0
3,4,aug,mon,91.5,145.4,608.2,10.7,0.26045016077170424,0.6941176470588235,0.2,0.0,0.0,8,1,summer,75621.99644859815,0.052090032154340854,0.0
3,4,aug,mon,91.5,145.4,608.2,10.7,0.4790996784565918,0.32941176470588235,0.5555555555555556,0.0,0.0,8,1,summer,75621.99644859815,0.2661664880314399,0.0
3,4,sep,sun,92.4,124.1,680.7,8.5,0.6527331189710612,0.31764705882352945,0.5555555555555556,0.0,0.0,9,7,fall,91829.15280000001,0.3626295105394785,0.0
3,4,sep,tue,84.4,73.4,671.9,3.2,0.504823151125402,0.35294117647058826,0.3,0.0,0.0,9,2,fall,130074.80075000001,0.1514469453376206,0.0
3,4,sep,fri,94.3,85.1,692.3,15.9,0.5659163987138265,0.411764705882353,0.5555555555555556,0.0,0.0,9,5,fall,34941.25181761006,0.3143979992854592,0.0
3,4,oct,sun,92.6,46.5,691.8,8.8,0.5916398713826367,0.10588235294117648,0.5555555555555556,0.0,0.0,10,7,fall,33850.245681818174,0.3286888174347982,0.0
3,5,mar,mon,87.6,52.2,103.8,5.0,0.2186495176848875,0.39999999999999997,0.2,0.0,0.0,3,1,spring,9492.96672,0.043729903536977505,0.0
3,5,sep,fri,93.5,149.3,728.6,8.1,0.48231511254019294,0.32941176470588235,0.3,0.0,0.0,9,5,fall,125567.0139506173,0.14469453376205788,0.0
3,5,oct,wed,91.4,37.9,673.8,5.2,0.4405144694533763,0.36470588235294116,0.3555555555555555,0.0,0.0,10,3,fall,44886.22361538462,0.156627366916756,0.0
2,5,oct,sun,92.6,46.5,691.8,8.8,0.42443729903536986,0.23529411764705882,0.055555555555555546,0.0,0.0,10,7,fall,33850.245681818174,0.023579849946409433,0.0
4,6,feb,sat,68.2,21.5,87.2,0.8,0.42443729903536986,0.29411764705882354,0.25555555555555554,0.0,0.0,2,6,winter,15982.67,0.1084673097534834,0.0
4,6,mar,mon,87.2,23.9,64.7,4.1,0.3794212218649518,0.2823529411764706,0.3,0.0,0.0,3,1,spring,3288.779902439024,0.11382636655948554,0.0
4,6,mar,sun,89.3,51.3,102.2,9.6,0.27009646302250806,0.36470588235294116,0.5000000000000001,0.0,0.0,3,7,spring,4876.9520625,0.13504823151125406,0.0
4,6,sep,thu,93.7,80.9,685.2,17.9,0.4951768488745982,0.31764705882352945,0.3,0.0,0.0,9,4,fall,29016.995061452522,0.14855305466237945,0.0
3,5,mar,tue,88.1,25.7,67.6,3.8,0.4083601286173634,0.27058823529411763,0.25555555555555554,0.0,0.0,3,2,spring,4027.8392631578936,0.10435869953554842,0.0
3,5,aug,sat,93.5,139.4,594.2,20.3,0.4951768488745982,0.4352941176470589,0.6,0.0,0.0,8,6,summer,38151.44522167488,0.2971061093247589,0.0
3,6,sep,sun,92.4,124.1,680.7,8.5,0.48231511254019294,0.5058823529411764,0.09999999999999998,0.0,0.0,9,7,fall,91829.15280000001,0.04823151125401928,0.0
3,6,sep,mon,90.9,126.5,686.5,7.0,0.4308681672025724,0.6000000000000001,0.3,0.0,0.0,9,1,fall,112770.86464285715,0.12926045016077173,0.0
9,9,jul,tue,85.8,48.3,313.4,3.9,0.5080385852090032,0.31764705882352945,0.25555555555555554,0.0,0.00036670333700036676,7,2,summer,33301.884,0.12983208288674528,0.0003666361177641113
1,4,sep,tue,91.0,129.5,692.6,7.0,0.627009646302251,0.27058823529411763,0.2,0.0,0.00036670333700036676,9,2,fall,116599.21,0.1254019292604502,0.0003666361177641113
2,5,sep,mon,90.9,126.5,686.5,7.0,0.6334405144694535,0.2823529411764706,0.15555555555555553,0.0,0.0004583791712504584,9,1,fall,112770.86464285715,0.09853519113969275,0.00045827414761068924
1,2,aug,wed,95.5,99.9,513.3,13.2,0.6784565916398715,0.18823529411764706,0.45555555555555555,0.0,0.00055005500550055,8,3,summer,37099.34079545455,0.3090746695248303,0.0005499037806982096
8,6,aug,fri,90.1,108.0,529.8,12.5,0.6109324758842445,0.4235294117647059,0.9444444444444445,0.0,0.00055005500550055,8,5,summer,41243.02271999999,0.5769917827795643,0.0005499037806982096
1,2,jul,sat,90.0,51.3,296.3,8.7,0.4630225080385853,0.4470588235294118,0.5555555555555556,0.0,0.0006417308397506417,7,6,summer,15724.334482758622,0.25723472668810293,0.0006415250185650934
2,5,aug,wed,95.5,99.9,513.3,13.2,0.694533762057878,0.2,0.5555555555555556,0.0,0.0007334066740007335,8,3,summer,37099.34079545455,0.3858520900321544,0.0007331378627500045
6,5,aug,thu,95.2,131.7,578.8,10.4,0.8102893890675242,0.08235294117647057,0.39999999999999997,0.0,0.0008250825082508251,8,4,summer,69777.90184615384,0.32411575562700967,0.0008247423147902964
5,4,mar,mon,90.1,39.7,86.6,6.2,0.3536977491961415,0.29411764705882354,0.5555555555555556,0.0,0.0009167583425009168,3,1,spring,4996.219387096774,0.19649874955341196,0.0009163383762237876
8,3,sep,tue,84.4,73.4,671.9,3.2,0.707395498392283,0.15294117647058825,0.3555555555555555,0.0,0.0009167583425009168,9,2,fall,130074.80075000001,0.25151839942836723,0.0009163383762237876
2,2,aug,tue,94.8,108.3,647.1,17.0,0.48874598070739556,0.32941176470588235,0.7000000000000001,0.0,0.0010084341767510085,8,2,summer,39080.424494117644,0.3421221864951769,0.0010079260485872088
8,6,sep,thu,93.7,80.9,685.2,17.9,0.6913183279742765,0.11764705882352944,0.45555555555555555,0.0,0.0010084341767510085,9,4,fall,29016.995061452522,0.3149339049660593,0.0010079260485872088
6,5,jun,fri,92.5,56.4,433.3,7.1,0.6752411575562702,0.2823529411764706,0.5555555555555556,0.0,0.0011001100110011,6,5,summer,31838.395774647888,0.3751339764201502,0.0010995053334168679
9,9,jul,sun,90.1,68.6,355.2,7.2,0.7266881028938907,0.1647058823529412,0.2,0.0,0.0012834616795012834,7,7,summer,30492.24266666666,0.14533762057877816,0.0012826387466197975
3,4,jul,sat,90.1,51.2,424.1,6.2,0.7202572347266882,0.32941176470588235,0.15555555555555553,0.0,0.0012834616795012834,7,6,summer,31555.22890322581,0.11204001429081815,0.0012826387466197975
5,4,sep,fri,94.3,85.1,692.3,15.9,0.5755627009646302,0.37647058823529417,0.5000000000000001,0.0,0.0013751375137513752,9,5,fall,34941.25181761006,0.2877813504823152,0.0013741928780640182
1,5,sep,sat,93.4,145.4,721.4,8.1,0.8810289389067525,0.1411764705882353,0.25555555555555554,0.0,0.0013751375137513752,9,6,fall,120949.03338271605,0.22515183994283672,0.0013741928780640182
7,4,aug,sun,94.8,108.3,647.1,17.0,0.4565916398713827,0.37647058823529417,0.09999999999999998,0.0,0.001466813348001467,8,7,summer,39080.424494117644,0.045659163987138256,0.0014657386281163778
2,4,sep,sat,93.4,145.4,721.4,8.1,0.8488745980707397,0.1411764705882353,0.2,0.0,0.001466813348001467,9,6,fall,120949.03338271605,0.16977491961414795,0.0014657386281163778
2,2,aug,wed,92.1,111.2,654.1,9.6,0.5209003215434085,0.35294117647058826,0.3555555555555555,0.0,0.001466813348001467,8,3,summer,69781.02325000001,0.1852090032154341,0.0014657386281163778
